path,hash,class
multiple leaf dataset/cashew leaf/cashew fungal infection/IMG_20251217_143618.jpg,13740704294652228408,cashew fungal infection
multiple leaf dataset/cashew leaf/cashew healthy/20251217_140341.jpg,11644293124613629297,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_140411.jpg,11631847388555604836,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_140557.jpg,12880802068531590092,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_140606.jpg,11572790296364403100,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_140630.jpg,16253946963700376980,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_140718.jpg,11906558379865027900,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_140807.jpg,13015349258682010764,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_140811.jpg,13084023703264768649,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_140916.jpg,13023508330290426420,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141036.jpg,17379565331467033452,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141042.jpg,16528663109781002458,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141111.jpg,13082046070047063077,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141116.jpg,11834557962633428540,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141139.jpg,16544144101263546726,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141143.jpg,12810434406665760460,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141149.jpg,16255354079271150238,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141154.jpg,13007480101240458970,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141309.jpg,13027720942173960905,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141318.jpg,13028574189453391555,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141331.jpg,12984655919790764598,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141337.jpg,12741751161878623195,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141348.jpg,12987479464560374580,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141352.jpg,17598321074717353520,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141431.jpg,16255345285329680006,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141436.jpg,13606432401171727923,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141757.jpg,12987470396290706460,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141802.jpg,16243813800704809545,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141813.jpg,16686569347159975570,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141820.jpg,16545268598841989302,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141931.jpg,12750758364365336731,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141938.jpg,12813799964130163859,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_141954.jpg,12739780906298062531,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142001.jpg,13037862724635817188,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142010.jpg,13025478007139215299,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142015.jpg,11872486135130394503,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142027.jpg,16572853147065001625,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142034.jpg,12890372216931431308,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142045.jpg,12748788078709256399,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142116.jpg,12063345246747714597,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142123.jpg,12715015913610179362,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142226.jpg,16273641222149857686,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142232.jpg,16250850548371514774,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142241.jpg,16561598648588248206,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142247.jpg,17637155230547209667,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142255.jpg,16557086249909817318,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142259.jpg,17713452615493519922,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142306.jpg,17637955655626335950,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142310.jpg,17710012156061557898,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142358.jpg,12752170799514809097,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142402.jpg,11562040529666008870,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142420.jpg,11707614992872256103,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142426.jpg,16668552732182210201,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142457.jpg,16597622188968666761,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142517.jpg,17425499448610523427,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142523.jpg,16543584457574396070,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142605.jpg,17607256802149820115,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142609.jpg,17455052494193177392,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142639.jpg,11628745683914816615,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142644.jpg,16543580058725803672,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142702.jpg,16528659913466537574,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142721.jpg,11931894040299464346,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142725.jpg,12739503794208060364,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142734.jpg,17857766671701390189,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142807.jpg,17860867314845954712,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142811.jpg,16563283280821382296,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142816.jpg,17842008710429488077,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142820.jpg,16472648364494054555,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142842.jpg,17783757474084842649,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142847.jpg,17373142876377788764,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142856.jpg,17542027209562229091,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_142900.jpg,16634495355166825057,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_143253.jpg,11630993086277663448,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_143259.jpg,13073055345252471500,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_143320.jpg,12747099628052756588,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_143325.jpg,11667875103183024805,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_143441.jpg,12743994441555284787,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_143448.jpg,12820837271265310825,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_143454.jpg,12717263486398178412,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_143523.jpg,12737247630442247117,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_143926.jpg,17389412107700968614,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_143931.jpg,16521066253279113670,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_143954.jpg,16416909791557682792,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_143958.jpg,16270542812324531297,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144004.jpg,16485086934178434662,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144008.jpg,16521066254080380114,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144025.jpg,12710507883902376844,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144031.jpg,12715011688710917068,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144038.jpg,12879945090986265030,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144042.jpg,12746536955899877676,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144051.jpg,12699249159879641544,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144055.jpg,12717193189678434697,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144128.jpg,13089940481734708172,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144132.jpg,13069690839802616473,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144155.jpg,12738035075861564723,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144159.jpg,13037571073716634062,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144209.jpg,12784763333062137548,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144213.jpg,13037570798838716878,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144221.jpg,13022892537697552153,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144224.jpg,12717263282232083404,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144228.jpg,13071868908952931020,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144231.jpg,16675875690932441752,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144236.jpg,12820780099877560684,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144242.jpg,11665904762202397592,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144251.jpg,12717210712859592588,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144254.jpg,12712750886813682584,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144301.jpg,11671253015248518169,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144304.jpg,13003231131054492106,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144312.jpg,13041513922514617548,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144315.jpg,12785094349311220430,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144330.jpg,13041459986264998796,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144334.jpg,12748779679639107692,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144350.jpg,13055024858835175629,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144354.jpg,12820780103098929804,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144403.jpg,12717197587422876556,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144407.jpg,12717193186788610994,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144423.jpg,11667021818821532056,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144427.jpg,11667021956260468376,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144435.jpg,11630993434118899352,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144439.jpg,16278709065593034392,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144444.jpg,17206729761598302818,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144449.jpg,16422831817123090457,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144454.jpg,16242961743617365209,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144457.jpg,16387082296929981593,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144538.jpg,13072980578693517980,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144545.jpg,12751040280649353516,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144548.jpg,16422829686483784306,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144554.jpg,16422831885842518601,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144559.jpg,11668140086622065304,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144606.jpg,16279270778596137113,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144609.jpg,11667021887591584409,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/20251217_144615.jpg,13034756195100105421,cashew healthy
